Time(UTC),Symbol,Funding Rate
2022-03-07 00:00:00+00:00,BTCUSD,0.0001
2022-03-06 16:00:00+00:00,BTCUSD,-6.912e-05
2022-03-06 08:00:00+00:00,BTCUSD,-1.594e-05
2022-03-06 00:00:00+00:00,BTCUSD,-0.00023201
2022-03-05 16:00:00+00:00,BTCUSD,-0.000149
2022-03-05 08:00:00+00:00,BTCUSD,-5.791e-05
2022-03-05 00:00:00+00:00,BTCUSD,0.0001
2022-03-04 16:00:00+00:00,BTCUSD,0.0001
2022-03-04 08:00:00+00:00,BTCUSD,0.0001
2022-03-04 00:00:00+00:00,BTCUSD,0.0001
2022-03-03 16:00:00+00:00,BTCUSD,0.0001
2022-03-03 08:00:00+00:00,BTCUSD,8.2e-06
2022-03-03 00:00:00+00:00,BTCUSD,0.0001
2022-03-02 16:00:00+00:00,BTCUSD,0.0001
2022-03-02 08:00:00+00:00,BTCUSD,-5.3e-07
2022-03-02 00:00:00+00:00,BTCUSD,-9.897e-05
2022-03-01 16:00:00+00:00,BTCUSD,0.0001
2022-03-01 08:00:00+00:00,BTCUSD,0.0001
2022-03-01 00:00:00+00:00,BTCUSD,2.247e-05
2022-02-28 16:00:00+00:00,BTCUSD,-1.46e-05
2022-02-28 08:00:00+00:00,BTCUSD,-0.00011506
2022-02-28 00:00:00+00:00,BTCUSD,8.576e-05
2022-02-27 16:00:00+00:00,BTCUSD,-3.056e-05
2022-02-27 08:00:00+00:00,BTCUSD,-7.739e-05
2022-02-27 00:00:00+00:00,BTCUSD,-4.752e-05
2022-02-26 16:00:00+00:00,BTCUSD,2.593e-05
2022-02-26 08:00:00+00:00,BTCUSD,-3.22e-05
2022-02-26 00:00:00+00:00,BTCUSD,0.0001
2022-02-25 16:00:00+00:00,BTCUSD,0.0001
2022-02-25 08:00:00+00:00,BTCUSD,1.087e-05
2022-02-25 00:00:00+00:00,BTCUSD,-4.508e-05
2022-02-24 16:00:00+00:00,BTCUSD,-1.115e-05
2022-02-24 08:00:00+00:00,BTCUSD,0.0001
2022-02-24 00:00:00+00:00,BTCUSD,-1.445e-05
2022-02-23 16:00:00+00:00,BTCUSD,-0.00020556
2022-02-23 08:00:00+00:00,BTCUSD,-8.382e-05
2022-02-23 00:00:00+00:00,BTCUSD,-7.161e-05
2022-02-22 16:00:00+00:00,BTCUSD,0.0001
2022-02-22 08:00:00+00:00,BTCUSD,-0.00010378
2022-02-22 00:00:00+00:00,BTCUSD,0.0001
2022-02-21 16:00:00+00:00,BTCUSD,-0.00022094
2022-02-21 08:00:00+00:00,BTCUSD,0.0001
2022-02-21 00:00:00+00:00,BTCUSD,-4.259e-05
2022-02-20 16:00:00+00:00,BTCUSD,0.0001
2022-02-20 08:00:00+00:00,BTCUSD,1.727e-05
2022-02-20 00:00:00+00:00,BTCUSD,0.0001
2022-02-19 16:00:00+00:00,BTCUSD,-8.05e-05
2022-02-19 08:00:00+00:00,BTCUSD,0.0001
2022-02-19 00:00:00+00:00,BTCUSD,7.938e-05
2022-02-18 16:00:00+00:00,BTCUSD,-0.00014499
2022-02-18 08:00:00+00:00,BTCUSD,4.55e-06
2022-02-18 00:00:00+00:00,BTCUSD,3.67e-06
2022-02-17 16:00:00+00:00,BTCUSD,-7.332e-05
2022-02-17 08:00:00+00:00,BTCUSD,9.203e-05
2022-02-17 00:00:00+00:00,BTCUSD,0.0001
2022-02-16 16:00:00+00:00,BTCUSD,2.587e-05
2022-02-16 08:00:00+00:00,BTCUSD,0.0001
2022-02-16 00:00:00+00:00,BTCUSD,2.502e-05
2022-02-15 16:00:00+00:00,BTCUSD,-6.618e-05
2022-02-15 08:00:00+00:00,BTCUSD,9.478e-05
2022-02-15 00:00:00+00:00,BTCUSD,0.0001
2022-02-14 16:00:00+00:00,BTCUSD,0.0001
2022-02-14 08:00:00+00:00,BTCUSD,9.607e-05
2022-02-14 00:00:00+00:00,BTCUSD,-1.145e-05
2022-02-13 16:00:00+00:00,BTCUSD,5.507e-05
2022-02-13 08:00:00+00:00,BTCUSD,-4.448e-05
2022-02-13 00:00:00+00:00,BTCUSD,0.0001
2022-02-12 16:00:00+00:00,BTCUSD,0.0001
2022-02-12 08:00:00+00:00,BTCUSD,0.0001
2022-02-12 00:00:00+00:00,BTCUSD,-9.302e-05
2022-02-11 16:00:00+00:00,BTCUSD,-1.007e-05
2022-02-11 08:00:00+00:00,BTCUSD,-3.4e-06
2022-02-11 00:00:00+00:00,BTCUSD,0.0001
2022-02-10 16:00:00+00:00,BTCUSD,2.567e-05
2022-02-10 08:00:00+00:00,BTCUSD,-9.832e-05
2022-02-10 00:00:00+00:00,BTCUSD,-4.436e-05
2022-02-09 16:00:00+00:00,BTCUSD,-3.38e-06
2022-02-09 08:00:00+00:00,BTCUSD,2.075e-05
2022-02-09 00:00:00+00:00,BTCUSD,7.69e-05
2022-02-08 16:00:00+00:00,BTCUSD,-7.545e-05
2022-02-08 08:00:00+00:00,BTCUSD,-5.002e-05
2022-02-08 00:00:00+00:00,BTCUSD,2.983e-05
2022-02-07 16:00:00+00:00,BTCUSD,-0.00039461
2022-02-07 08:00:00+00:00,BTCUSD,3.087e-05
2022-02-07 00:00:00+00:00,BTCUSD,-2.685e-05
2022-02-06 16:00:00+00:00,BTCUSD,-9.055e-05
2022-02-06 08:00:00+00:00,BTCUSD,-6.03e-06
2022-02-06 00:00:00+00:00,BTCUSD,0.0001
2022-02-05 16:00:00+00:00,BTCUSD,-9.498e-05
2022-02-05 08:00:00+00:00,BTCUSD,3.1e-06
2022-02-05 00:00:00+00:00,BTCUSD,0.0001
2022-02-04 16:00:00+00:00,BTCUSD,-0.00020093
2022-02-04 08:00:00+00:00,BTCUSD,5.179e-05
2022-02-04 00:00:00+00:00,BTCUSD,2.959e-05
2022-02-03 16:00:00+00:00,BTCUSD,6.062e-05
2022-02-03 08:00:00+00:00,BTCUSD,-4.831e-05
2022-02-03 00:00:00+00:00,BTCUSD,2.122e-05
2022-02-02 16:00:00+00:00,BTCUSD,-5.361e-05
2022-02-02 08:00:00+00:00,BTCUSD,-3.847e-05
2022-02-02 00:00:00+00:00,BTCUSD,-7.855e-05
2022-02-01 16:00:00+00:00,BTCUSD,-0.00018538
2022-02-01 08:00:00+00:00,BTCUSD,-0.00014717
2022-02-01 00:00:00+00:00,BTCUSD,-2.74e-05
2022-01-31 16:00:00+00:00,BTCUSD,-0.00012334
2022-01-31 08:00:00+00:00,BTCUSD,-4.281e-05
2022-01-31 00:00:00+00:00,BTCUSD,-5.6e-06
2022-01-30 16:00:00+00:00,BTCUSD,-9.135e-05
2022-01-30 08:00:00+00:00,BTCUSD,9.307e-05
2022-01-30 00:00:00+00:00,BTCUSD,-0.00025488
2022-01-29 16:00:00+00:00,BTCUSD,-0.00029597
2022-01-29 08:00:00+00:00,BTCUSD,-0.00013553
2022-01-29 00:00:00+00:00,BTCUSD,9.364e-05
2022-01-28 16:00:00+00:00,BTCUSD,-0.00013901
2022-01-28 08:00:00+00:00,BTCUSD,0.0001
2022-01-28 00:00:00+00:00,BTCUSD,1.732e-05
2022-01-27 16:00:00+00:00,BTCUSD,-0.00039
2022-01-27 08:00:00+00:00,BTCUSD,-0.00013936
2022-01-27 00:00:00+00:00,BTCUSD,-0.00020115
2022-01-26 16:00:00+00:00,BTCUSD,-0.00010482
2022-01-26 08:00:00+00:00,BTCUSD,-0.00023472
2022-01-26 00:00:00+00:00,BTCUSD,-0.00025327
2022-01-25 16:00:00+00:00,BTCUSD,0.0001
2022-01-25 08:00:00+00:00,BTCUSD,-0.00030025
2022-01-25 00:00:00+00:00,BTCUSD,0.0001
2022-01-24 16:00:00+00:00,BTCUSD,-0.00020809
2022-01-24 08:00:00+00:00,BTCUSD,5.01e-06
2022-01-24 00:00:00+00:00,BTCUSD,1.6e-06
2022-01-23 16:00:00+00:00,BTCUSD,-0.00020963
2022-01-23 08:00:00+00:00,BTCUSD,-7.148e-05
2022-01-23 00:00:00+00:00,BTCUSD,-5.011e-05
2022-01-22 16:00:00+00:00,BTCUSD,-0.00012844
2022-01-22 08:00:00+00:00,BTCUSD,0.0001
2022-01-22 00:00:00+00:00,BTCUSD,7.824e-05
2022-01-21 16:00:00+00:00,BTCUSD,-0.00011462
2022-01-21 08:00:00+00:00,BTCUSD,0.0001
2022-01-21 00:00:00+00:00,BTCUSD,0.0001
2022-01-20 16:00:00+00:00,BTCUSD,0.0001
2022-01-20 08:00:00+00:00,BTCUSD,0.0001
2022-01-20 00:00:00+00:00,BTCUSD,0.0001
2022-01-19 16:00:00+00:00,BTCUSD,0.0001
2022-01-19 08:00:00+00:00,BTCUSD,0.0001
2022-01-19 00:00:00+00:00,BTCUSD,0.0001
2022-01-18 16:00:00+00:00,BTCUSD,-3.12e-05
2022-01-18 08:00:00+00:00,BTCUSD,7.943e-05
2022-01-18 00:00:00+00:00,BTCUSD,0.0001
2022-01-17 16:00:00+00:00,BTCUSD,4.422e-05
2022-01-17 08:00:00+00:00,BTCUSD,-0.0001232
2022-01-17 00:00:00+00:00,BTCUSD,1.469e-05
2022-01-16 16:00:00+00:00,BTCUSD,-7.711e-05
2022-01-16 08:00:00+00:00,BTCUSD,-0.00010933
2022-01-16 00:00:00+00:00,BTCUSD,-3.018e-05
2022-01-15 16:00:00+00:00,BTCUSD,-6.206e-05
2022-01-15 08:00:00+00:00,BTCUSD,5.87e-06
2022-01-15 00:00:00+00:00,BTCUSD,8.345e-05
2022-01-14 16:00:00+00:00,BTCUSD,-9.226e-05
2022-01-14 08:00:00+00:00,BTCUSD,0.0001
2022-01-14 00:00:00+00:00,BTCUSD,1.21e-05
2022-01-13 16:00:00+00:00,BTCUSD,-5.06e-05
2022-01-13 08:00:00+00:00,BTCUSD,-0.00022368
2022-01-13 00:00:00+00:00,BTCUSD,-7.746e-05
2022-01-12 16:00:00+00:00,BTCUSD,6.434e-05
2022-01-12 08:00:00+00:00,BTCUSD,-0.00014519
2022-01-12 00:00:00+00:00,BTCUSD,0.0001
2022-01-11 16:00:00+00:00,BTCUSD,-5.437e-05
2022-01-11 08:00:00+00:00,BTCUSD,5.853e-05
2022-01-11 00:00:00+00:00,BTCUSD,0.0001
2022-01-10 16:00:00+00:00,BTCUSD,-3.74e-05
2022-01-10 08:00:00+00:00,BTCUSD,-0.00011658
2022-01-10 00:00:00+00:00,BTCUSD,0.0001
2022-01-09 16:00:00+00:00,BTCUSD,8.22e-06
2022-01-09 08:00:00+00:00,BTCUSD,0.0001
2022-01-09 00:00:00+00:00,BTCUSD,2.309e-05
2022-01-08 16:00:00+00:00,BTCUSD,5.345e-05
2022-01-08 08:00:00+00:00,BTCUSD,0.0001
2022-01-08 00:00:00+00:00,BTCUSD,0.0001
2022-01-07 16:00:00+00:00,BTCUSD,0.0001
2022-01-07 08:00:00+00:00,BTCUSD,0.0001
2022-01-07 00:00:00+00:00,BTCUSD,0.0001
2022-01-06 16:00:00+00:00,BTCUSD,-2.993e-05
2022-01-06 08:00:00+00:00,BTCUSD,0.0001
2022-01-06 00:00:00+00:00,BTCUSD,5.035e-05
2022-01-05 16:00:00+00:00,BTCUSD,0.0001
2022-01-05 08:00:00+00:00,BTCUSD,0.0001
2022-01-05 00:00:00+00:00,BTCUSD,0.0001
2022-01-04 16:00:00+00:00,BTCUSD,0.0001
2022-01-04 08:00:00+00:00,BTCUSD,-1.84e-05
2022-01-04 00:00:00+00:00,BTCUSD,0.0001
2022-01-03 16:00:00+00:00,BTCUSD,0.0001
2022-01-03 08:00:00+00:00,BTCUSD,0.0001
2022-01-03 00:00:00+00:00,BTCUSD,0.0001
2022-01-02 16:00:00+00:00,BTCUSD,0.0001
2022-01-02 08:00:00+00:00,BTCUSD,-9.93e-05
2022-01-02 00:00:00+00:00,BTCUSD,0.0001
2022-01-01 16:00:00+00:00,BTCUSD,0.0001
2022-01-01 08:00:00+00:00,BTCUSD,0.0001
2022-01-01 00:00:00+00:00,BTCUSD,0.0001
2021-12-31 16:00:00+00:00,BTCUSD,0.0001
2021-12-31 08:00:00+00:00,BTCUSD,-2.49e-06
2021-12-31 00:00:00+00:00,BTCUSD,0.0001
2021-12-30 16:00:00+00:00,BTCUSD,7.281e-05
2021-12-30 08:00:00+00:00,BTCUSD,0.0001
2021-12-30 00:00:00+00:00,BTCUSD,0.0001
2021-12-29 16:00:00+00:00,BTCUSD,9.862e-05
2021-12-29 08:00:00+00:00,BTCUSD,0.0001
2021-12-29 00:00:00+00:00,BTCUSD,0.0001
2021-12-28 16:00:00+00:00,BTCUSD,0.0001
2021-12-28 08:00:00+00:00,BTCUSD,0.0001
2021-12-28 00:00:00+00:00,BTCUSD,0.0001
2021-12-27 16:00:00+00:00,BTCUSD,0.0001
2021-12-27 08:00:00+00:00,BTCUSD,0.0001
2021-12-27 00:00:00+00:00,BTCUSD,0.0001
2021-12-26 16:00:00+00:00,BTCUSD,9.852e-05
2021-12-26 08:00:00+00:00,BTCUSD,0.0001
2021-12-26 00:00:00+00:00,BTCUSD,0.0001
2021-12-25 16:00:00+00:00,BTCUSD,-5.965e-05
2021-12-25 08:00:00+00:00,BTCUSD,9.99e-05
2021-12-25 00:00:00+00:00,BTCUSD,0.0001
2021-12-24 16:00:00+00:00,BTCUSD,0.0001
2021-12-24 08:00:00+00:00,BTCUSD,0.0001
2021-12-24 00:00:00+00:00,BTCUSD,0.0001
2021-12-23 16:00:00+00:00,BTCUSD,3.783e-05
2021-12-23 08:00:00+00:00,BTCUSD,4.714e-05
2021-12-23 00:00:00+00:00,BTCUSD,0.0001
2021-12-22 16:00:00+00:00,BTCUSD,0.0001
2021-12-22 08:00:00+00:00,BTCUSD,0.0001
2021-12-22 00:00:00+00:00,BTCUSD,0.0001
2021-12-21 16:00:00+00:00,BTCUSD,0.0001
2021-12-21 08:00:00+00:00,BTCUSD,0.0001
2021-12-21 00:00:00+00:00,BTCUSD,0.0001
2021-12-20 16:00:00+00:00,BTCUSD,8.347e-05
2021-12-20 08:00:00+00:00,BTCUSD,2.934e-05
2021-12-20 00:00:00+00:00,BTCUSD,0.0001
2021-12-19 16:00:00+00:00,BTCUSD,0.0001
2021-12-19 08:00:00+00:00,BTCUSD,-0.00017594
2021-12-19 00:00:00+00:00,BTCUSD,3.706e-05
2021-12-18 16:00:00+00:00,BTCUSD,6.571e-05
2021-12-18 08:00:00+00:00,BTCUSD,-1.61e-06
2021-12-18 00:00:00+00:00,BTCUSD,3.101e-05
2021-12-17 16:00:00+00:00,BTCUSD,6.893e-05
2021-12-17 08:00:00+00:00,BTCUSD,0.0001
2021-12-17 00:00:00+00:00,BTCUSD,0.0001
2021-12-16 16:00:00+00:00,BTCUSD,0.0001
2021-12-16 08:00:00+00:00,BTCUSD,0.0001
2021-12-16 00:00:00+00:00,BTCUSD,8.596e-05
2021-12-15 16:00:00+00:00,BTCUSD,0.0001
2021-12-15 08:00:00+00:00,BTCUSD,0.0001
2021-12-15 00:00:00+00:00,BTCUSD,8.33e-05
2021-12-14 16:00:00+00:00,BTCUSD,1.399e-05
2021-12-14 08:00:00+00:00,BTCUSD,-0.00013565
2021-12-14 00:00:00+00:00,BTCUSD,6.452e-05
2021-12-13 16:00:00+00:00,BTCUSD,-4.146e-05
2021-12-13 08:00:00+00:00,BTCUSD,0.0001
2021-12-13 00:00:00+00:00,BTCUSD,7.484e-05
2021-12-12 16:00:00+00:00,BTCUSD,-8.047e-05
2021-12-12 08:00:00+00:00,BTCUSD,0.0001
2021-12-12 00:00:00+00:00,BTCUSD,0.0001
2021-12-11 16:00:00+00:00,BTCUSD,0.0001
2021-12-11 08:00:00+00:00,BTCUSD,0.0001
2021-12-11 00:00:00+00:00,BTCUSD,0.0001
2021-12-10 16:00:00+00:00,BTCUSD,0.0001
2021-12-10 08:00:00+00:00,BTCUSD,0.0001
2021-12-10 00:00:00+00:00,BTCUSD,0.0001
2021-12-09 16:00:00+00:00,BTCUSD,-3.221e-05
2021-12-09 08:00:00+00:00,BTCUSD,0.0001
2021-12-09 00:00:00+00:00,BTCUSD,0.0001
2021-12-08 16:00:00+00:00,BTCUSD,0.0001
2021-12-08 08:00:00+00:00,BTCUSD,0.0001
2021-12-08 00:00:00+00:00,BTCUSD,7.457e-05
2021-12-07 16:00:00+00:00,BTCUSD,-0.00029605
2021-12-07 08:00:00+00:00,BTCUSD,3.531e-05
2021-12-07 00:00:00+00:00,BTCUSD,0.0001
2021-12-06 16:00:00+00:00,BTCUSD,-0.00014137
2021-12-06 08:00:00+00:00,BTCUSD,-0.00011762
2021-12-06 00:00:00+00:00,BTCUSD,-0.00032486
2021-12-05 16:00:00+00:00,BTCUSD,-0.00018955
2021-12-05 08:00:00+00:00,BTCUSD,-0.00011527
2021-12-05 00:00:00+00:00,BTCUSD,-6.421e-05
2021-12-04 16:00:00+00:00,BTCUSD,-0.00143997
2021-12-04 08:00:00+00:00,BTCUSD,0.0001
2021-12-04 00:00:00+00:00,BTCUSD,0.0001
2021-12-03 16:00:00+00:00,BTCUSD,0.0001
2021-12-03 08:00:00+00:00,BTCUSD,0.0001
2021-12-03 00:00:00+00:00,BTCUSD,0.0001
2021-12-02 16:00:00+00:00,BTCUSD,0.0001
2021-12-02 08:00:00+00:00,BTCUSD,0.0001
2021-12-02 00:00:00+00:00,BTCUSD,0.0001
2021-12-01 16:00:00+00:00,BTCUSD,0.0001
2021-12-01 08:00:00+00:00,BTCUSD,0.0001
2021-12-01 00:00:00+00:00,BTCUSD,0.0001
2021-11-30 16:00:00+00:00,BTCUSD,0.0001
2021-11-30 08:00:00+00:00,BTCUSD,0.0001
2021-11-30 00:00:00+00:00,BTCUSD,0.0001
2021-11-29 16:00:00+00:00,BTCUSD,0.0001
2021-11-29 08:00:00+00:00,BTCUSD,0.0001
2021-11-29 00:00:00+00:00,BTCUSD,0.0001
2021-11-28 16:00:00+00:00,BTCUSD,0.0001
2021-11-28 08:00:00+00:00,BTCUSD,0.0001
2021-11-28 00:00:00+00:00,BTCUSD,0.0001
2021-11-27 16:00:00+00:00,BTCUSD,0.0001
2021-11-27 08:00:00+00:00,BTCUSD,0.0001
2021-11-27 00:00:00+00:00,BTCUSD,0.0001
2021-11-26 16:00:00+00:00,BTCUSD,0.0001
2021-11-26 08:00:00+00:00,BTCUSD,0.0001
2021-11-26 00:00:00+00:00,BTCUSD,0.0001
2021-11-25 16:00:00+00:00,BTCUSD,0.0001
2021-11-25 08:00:00+00:00,BTCUSD,0.0001
2021-11-25 00:00:00+00:00,BTCUSD,0.0001
2021-11-24 16:00:00+00:00,BTCUSD,0.0001
2021-11-24 08:00:00+00:00,BTCUSD,0.0001
2021-11-24 00:00:00+00:00,BTCUSD,0.0001
2021-11-23 16:00:00+00:00,BTCUSD,0.0001
2021-11-23 08:00:00+00:00,BTCUSD,0.0001
2021-11-23 00:00:00+00:00,BTCUSD,0.0001
2021-11-22 16:00:00+00:00,BTCUSD,0.0001
2021-11-22 08:00:00+00:00,BTCUSD,0.0001
2021-11-22 00:00:00+00:00,BTCUSD,0.0001
2021-11-21 16:00:00+00:00,BTCUSD,0.0001
2021-11-21 08:00:00+00:00,BTCUSD,0.0001
2021-11-21 00:00:00+00:00,BTCUSD,0.0001
2021-11-20 16:00:00+00:00,BTCUSD,0.0001
2021-11-20 08:00:00+00:00,BTCUSD,-2.63e-05
2021-11-20 00:00:00+00:00,BTCUSD,0.0001
2021-11-19 16:00:00+00:00,BTCUSD,0.0001
2021-11-19 08:00:00+00:00,BTCUSD,0.0001
2021-11-19 00:00:00+00:00,BTCUSD,0.0001
2021-11-18 16:00:00+00:00,BTCUSD,0.0001
2021-11-18 08:00:00+00:00,BTCUSD,0.0001
2021-11-18 00:00:00+00:00,BTCUSD,0.0001
2021-11-17 16:00:00+00:00,BTCUSD,0.0001
2021-11-17 08:00:00+00:00,BTCUSD,0.0001
2021-11-17 00:00:00+00:00,BTCUSD,0.0001
2021-11-16 16:00:00+00:00,BTCUSD,8.009e-05
2021-11-16 08:00:00+00:00,BTCUSD,0.0001
2021-11-16 00:00:00+00:00,BTCUSD,0.000273
2021-11-15 16:00:00+00:00,BTCUSD,0.0001
2021-11-15 08:00:00+00:00,BTCUSD,0.0001
2021-11-15 00:00:00+00:00,BTCUSD,0.0001
2021-11-14 16:00:00+00:00,BTCUSD,0.0001
2021-11-14 08:00:00+00:00,BTCUSD,0.0001
2021-11-14 00:00:00+00:00,BTCUSD,0.0001
2021-11-13 16:00:00+00:00,BTCUSD,0.0001
2021-11-13 08:00:00+00:00,BTCUSD,0.0001
2021-11-13 00:00:00+00:00,BTCUSD,0.0001
2021-11-12 16:00:00+00:00,BTCUSD,0.0001
2021-11-12 08:00:00+00:00,BTCUSD,0.0001
2021-11-12 00:00:00+00:00,BTCUSD,0.0001
2021-11-11 16:00:00+00:00,BTCUSD,0.0001
2021-11-11 08:00:00+00:00,BTCUSD,0.00017719
2021-11-11 00:00:00+00:00,BTCUSD,0.0004058
2021-11-10 16:00:00+00:00,BTCUSD,0.00043763
2021-11-10 08:00:00+00:00,BTCUSD,0.00034911
2021-11-10 00:00:00+00:00,BTCUSD,0.00050253
2021-11-09 16:00:00+00:00,BTCUSD,0.00026063
2021-11-09 08:00:00+00:00,BTCUSD,0.00019269
2021-11-09 00:00:00+00:00,BTCUSD,0.00035255
2021-11-08 16:00:00+00:00,BTCUSD,0.00036978
2021-11-08 08:00:00+00:00,BTCUSD,0.00035745
2021-11-08 00:00:00+00:00,BTCUSD,0.00025371
2021-11-07 16:00:00+00:00,BTCUSD,0.00014474
2021-11-07 08:00:00+00:00,BTCUSD,0.0001
2021-11-07 00:00:00+00:00,BTCUSD,0.0001
2021-11-06 16:00:00+00:00,BTCUSD,0.0001
2021-11-06 08:00:00+00:00,BTCUSD,0.0001
2021-11-06 00:00:00+00:00,BTCUSD,0.0001
2021-11-05 16:00:00+00:00,BTCUSD,0.0001
2021-11-05 08:00:00+00:00,BTCUSD,0.0001
2021-11-05 00:00:00+00:00,BTCUSD,0.0001
2021-11-04 16:00:00+00:00,BTCUSD,0.00024792
2021-11-04 08:00:00+00:00,BTCUSD,0.0001
2021-11-04 00:00:00+00:00,BTCUSD,0.0001
2021-11-03 16:00:00+00:00,BTCUSD,0.0001
2021-11-03 08:00:00+00:00,BTCUSD,0.00059782
2021-11-03 00:00:00+00:00,BTCUSD,0.00043562
2021-11-02 16:00:00+00:00,BTCUSD,0.0001
2021-11-02 08:00:00+00:00,BTCUSD,0.0001
2021-11-02 00:00:00+00:00,BTCUSD,0.00063657
2021-11-01 16:00:00+00:00,BTCUSD,0.00032428
2021-11-01 08:00:00+00:00,BTCUSD,0.00015014
2021-11-01 00:00:00+00:00,BTCUSD,0.0001
2021-10-31 16:00:00+00:00,BTCUSD,0.0003411
2021-10-31 08:00:00+00:00,BTCUSD,0.00012002
2021-10-31 00:00:00+00:00,BTCUSD,0.0001
2021-10-30 16:00:00+00:00,BTCUSD,0.00031789
2021-10-30 08:00:00+00:00,BTCUSD,0.00045316
2021-10-30 00:00:00+00:00,BTCUSD,0.0002179
2021-10-29 16:00:00+00:00,BTCUSD,0.00035179
2021-10-29 08:00:00+00:00,BTCUSD,0.00040489
2021-10-29 00:00:00+00:00,BTCUSD,0.0001
2021-10-28 16:00:00+00:00,BTCUSD,0.0001
2021-10-28 08:00:00+00:00,BTCUSD,0.0001
2021-10-28 00:00:00+00:00,BTCUSD,0.0001
2021-10-27 16:00:00+00:00,BTCUSD,0.0001
2021-10-27 08:00:00+00:00,BTCUSD,0.00024968
2021-10-27 00:00:00+00:00,BTCUSD,0.00033986
2021-10-26 16:00:00+00:00,BTCUSD,0.00046486
2021-10-26 08:00:00+00:00,BTCUSD,0.00055907
2021-10-26 00:00:00+00:00,BTCUSD,0.0001
2021-10-25 16:00:00+00:00,BTCUSD,0.0001
2021-10-25 08:00:00+00:00,BTCUSD,0.00043855
2021-10-25 00:00:00+00:00,BTCUSD,0.00016694
2021-10-24 16:00:00+00:00,BTCUSD,0.00043444
2021-10-24 08:00:00+00:00,BTCUSD,0.0001
2021-10-24 00:00:00+00:00,BTCUSD,0.0001
2021-10-23 16:00:00+00:00,BTCUSD,0.0001
2021-10-23 08:00:00+00:00,BTCUSD,0.00026518
2021-10-23 00:00:00+00:00,BTCUSD,0.0001
2021-10-22 16:00:00+00:00,BTCUSD,0.0001
2021-10-22 08:00:00+00:00,BTCUSD,0.0001
2021-10-22 00:00:00+00:00,BTCUSD,0.0006027
2021-10-21 16:00:00+00:00,BTCUSD,0.00083203
2021-10-21 08:00:00+00:00,BTCUSD,0.00059503
2021-10-21 00:00:00+00:00,BTCUSD,0.00086474
2021-10-20 16:00:00+00:00,BTCUSD,0.00021468
2021-10-20 08:00:00+00:00,BTCUSD,0.00019144
2021-10-20 00:00:00+00:00,BTCUSD,0.0001856
2021-10-19 16:00:00+00:00,BTCUSD,0.00014632
2021-10-19 08:00:00+00:00,BTCUSD,0.0001
2021-10-19 00:00:00+00:00,BTCUSD,0.0001
2021-10-18 16:00:00+00:00,BTCUSD,0.00019868
2021-10-18 08:00:00+00:00,BTCUSD,0.00030783
2021-10-18 00:00:00+00:00,BTCUSD,0.00042282
2021-10-17 16:00:00+00:00,BTCUSD,0.0001212
2021-10-17 08:00:00+00:00,BTCUSD,0.00013889
2021-10-17 00:00:00+00:00,BTCUSD,0.00046676
2021-10-16 16:00:00+00:00,BTCUSD,0.0001
2021-10-16 08:00:00+00:00,BTCUSD,0.00042751
2021-10-16 00:00:00+00:00,BTCUSD,0.0001
2021-10-15 16:00:00+00:00,BTCUSD,0.00020297
2021-10-15 08:00:00+00:00,BTCUSD,0.0001
2021-10-15 00:00:00+00:00,BTCUSD,0.0001
2021-10-14 16:00:00+00:00,BTCUSD,0.00044602
2021-10-14 08:00:00+00:00,BTCUSD,0.0001
2021-10-14 00:00:00+00:00,BTCUSD,0.0001
2021-10-13 16:00:00+00:00,BTCUSD,0.0001
2021-10-13 08:00:00+00:00,BTCUSD,0.0001
2021-10-13 00:00:00+00:00,BTCUSD,0.0001
2021-10-12 16:00:00+00:00,BTCUSD,0.0001
2021-10-12 08:00:00+00:00,BTCUSD,0.0001
2021-10-12 00:00:00+00:00,BTCUSD,0.0001
2021-10-11 16:00:00+00:00,BTCUSD,0.00026666
2021-10-11 08:00:00+00:00,BTCUSD,0.0001
2021-10-11 00:00:00+00:00,BTCUSD,0.0001
2021-10-10 16:00:00+00:00,BTCUSD,0.00027796
2021-10-10 08:00:00+00:00,BTCUSD,0.0001
2021-10-10 00:00:00+00:00,BTCUSD,0.00028997
2021-10-09 16:00:00+00:00,BTCUSD,0.0001
2021-10-09 08:00:00+00:00,BTCUSD,0.0001
2021-10-09 00:00:00+00:00,BTCUSD,0.0001
2021-10-08 16:00:00+00:00,BTCUSD,0.0001
2021-10-08 08:00:00+00:00,BTCUSD,0.00014273
2021-10-08 00:00:00+00:00,BTCUSD,0.00023695
2021-10-07 16:00:00+00:00,BTCUSD,0.0001
2021-10-07 08:00:00+00:00,BTCUSD,0.0001
2021-10-07 00:00:00+00:00,BTCUSD,0.0001
2021-10-06 16:00:00+00:00,BTCUSD,0.0001
2021-10-06 08:00:00+00:00,BTCUSD,8.371e-05
2021-10-06 00:00:00+00:00,BTCUSD,0.0001
2021-10-05 16:00:00+00:00,BTCUSD,0.0001
2021-10-05 08:00:00+00:00,BTCUSD,0.0001
2021-10-05 00:00:00+00:00,BTCUSD,0.0001
2021-10-04 16:00:00+00:00,BTCUSD,0.0001
2021-10-04 08:00:00+00:00,BTCUSD,0.0001
2021-10-04 00:00:00+00:00,BTCUSD,0.0001
2021-10-03 16:00:00+00:00,BTCUSD,0.0001
2021-10-03 08:00:00+00:00,BTCUSD,0.0001
2021-10-03 00:00:00+00:00,BTCUSD,2.921e-05
