,Year,Week,BTC_Weekly_Avg_Price,BTC_Close_Price,Weekly_Avg_Fear_Greed,BTC_Weekly_Avg_Volume,BTC_Open_Price,BTC_Weekly_Pct_Change,BTC_Prior_Week_Pct_Change,Fear_Greed_Weekly_Change,Fear_Greed_Prior_Week_Change,M2SL,M2_Monthly_Pct_Change,Funding_Rate
12,2019,5,3476.5087541852677,3464.013427734375,22.714285714285715,5732984109.428572,3583.96582,-3.346917872,-0.473418129,-16,9,14432.7,0.437024614,5.459238095238096e-05
13,2019,6,3538.1318708147323,3690.188232421875,28.428571428571427,5889162971.571428,3464.013427734375,6.529270437,-3.346917872,13,-16,14470.5,0.26190525681264454,7.874476190476191e-05
14,2019,7,3639.335030691964,3673.836181640625,43.42857142857143,6361942570.428572,3690.188232421875,-0.443122403,6.529270437,-8,13,14470.5,0.26190525681264454,8.553666666666667e-05
15,2019,8,3967.8897879464284,3810.427490234375,62.714285714285715,9121908052.285715,3673.836181640625,3.717947721140696,-0.443122403,6,-8,14470.5,0.26190525681264454,6.190238095238096e-05
16,2019,9,3859.1516462053573,3847.175781,41.714285714285715,8063526392.571428,3810.427490234375,0.9644138645809701,3.717947721140696,-3,6,14470.5,0.26190525681264454,-5.76E-05
17,2019,10,3898.486328,3951.599853515625,47.57142857142857,9872967045.714285,3847.175781,2.7143046796706596,0.9644138645809701,19,-3,14513.9,0.29992052797069846,1.5103333333333337e-05
18,2019,11,3954.3337053571427,4025.229004,55.42857142857143,9622538053,3951.599853515625,1.863274448831636,2.7143046796706596,2,19,14513.9,0.29992052797069846,-0.000172222
19,2019,12,4043.2090890066966,4022.168212890625,54.142857142857146,9710805825,4025.229004,-0.076040171,1.863274448831636,-12,2,14513.9,0.29992052797069846,-0.000142267
20,2019,13,4059.251953,4105.404297,49.285714285714285,10145003084.428572,4022.168212890625,2.0694331907256425,-0.076040171,10,-12,14513.9,0.29992052797069846,-0.000287994
21,2019,14,4889.896763392857,5198.896973,63.857142857142854,17578154361.42857,4105.404297,26.635444324292436,2.0694331907256425,7,10,14548.1,0.2356361832450249,-3.13E-05
22,2019,15,5176.802385602678,5167.722168,58.714285714285715,14118124765,5198.896973,-0.599642671,26.635444324292436,-14,7,14548.1,0.2356361832450249,8.749952380952382e-05
23,2019,16,5258.460239955357,5314.53125,60,12897930893.285715,5167.722168,2.840885737650937,-0.599642671,2,-14,14548.1,0.2356361832450249,3.357809523809524e-05
24,2019,17,5354.269740513393,5285.13916,53.57142857142857,15084375904.857143,5314.53125,-0.553051407,2.840885737650937,-21,2,14548.1,0.2356361832450249,-0.000184079
25,2019,18,5557.317940848215,5795.708496,54.42857142857143,15290833697.714285,5285.13916,9.660471001153459,-0.553051407,25,-21,14548.1,0.2356361832450249,-0.00059917
26,2019,19,6327.041016,6972.371582,68.57142857142857,20275657560.714287,5795.708496,20.302316562859556,9.660471001153459,18,25,14660.8,0.7746716066015402,-0.000534694
27,2019,20,7816.028738839285,8197.689453,72.85714285714286,28506255488,6972.371582,17.573903752513147,20.302316562859556,-8,18,14660.8,0.7746716066015402,0.000165227
28,2019,21,8030.954450334822,8673.21582,67.85714285714286,24714448654.285713,8197.689453,5.800736535661606,17.573903752513147,-6,-8,14660.8,0.7746716066015402,0.000293677
29,2019,22,8626.59668,8742.958008,67.28571428571429,24716639695.857143,8673.21582,0.8041099050788656,5.800736535661606,-7,-6,14660.8,0.7746716066015402,0.00083271
30,2019,23,7892.739606584822,7688.077148,45.714285714285715,20017807159,8742.958008,-12.06549155,0.8041099050788656,-4,-7,14782.9,0.8328331332533079,9.762619047619049e-05
31,2019,24,8404.503069,8994.488281,64.57142857142857,19293020217.42857,7688.077148,16.992690208344367,-12.06549155,34,-4,14782.9,0.8328331332533079,0.000144974
32,2019,25,9843.488002232143,10855.37109,83,19488905170.142857,8994.488281,20.689146,16.992690208344367,0,34,14782.9,0.8328331332533079,0.001043272
33,2019,26,11740.70228794643,10817.15527,81.14285714285714,31643248240.285713,10855.37109,-0.352045268,20.689146,-2,0,14782.9,0.8328331332533079,0.001072417
34,2019,27,11171.339564732143,11450.84668,69.85714285714286,25915831666.714287,10817.15527,5.858207543771572,-0.352045268,2,-2,14865.4,0.5580772378897203,0.000295779
35,2019,28,11691.338448660714,10256.05859,66,25848097728.142857,11450.84668,-10.43405889,5.858207543771572,-13,2,14865.4,0.5580772378897203,0.00056945
36,2019,29,10375.713448660714,10599.10547,32.42857142857143,22479544915.142857,10256.05859,3.3448217155179996,-10.43405889,26,-13,14865.4,0.5580772378897203,7.156666666666672e-06
37,2019,30,9838.354771205357,9552.860352,33,16065604204.571428,10599.10547,-9.871069972,3.3448217155179996,-26,26,14865.4,0.5580772378897203,0.000106378
38,2019,31,10274.56459263393,10970.18457,44.714285714285715,15827255555.857143,9552.860352,14.836647523253884,-9.871069972,43,-26,14865.4,0.5580772378897203,0.000104587
39,2019,32,11704.67689732143,11523.5791,57.142857142857146,20203913398.285713,10970.18457,5.044532548227088,14.836647523253884,-19,43,14947.6,0.5529619115530071,0.000882556
40,2019,33,10513.36997767857,10345.81055,26,17174958828.285715,11523.5791,-10.22051,5.044532548227088,-34,-19,14947.6,0.5529619115530071,0.000253912
41,2019,34,10379.262137276786,10138.51758,27.142857142857142,16127693078.285715,10345.81055,-2.003641646,-10.22051,3,-34,14947.6,0.5529619115530071,0.000110239
42,2019,35,9829.67885,9757.970703,27.285714285714285,14906622667.285715,10138.51758,-3.753476503,-2.003641646,-17,3,14947.6,0.5529619115530071,0.000151875
43,2019,36,10493.16587611607,10441.27637,39.714285714285715,16634490473.142857,9757.970703,7.002538589746643,-3.753476503,15,-17,15039.5,0.6148144183681703,0.000301053
44,2019,37,10300.822544642857,10347.71289,39.142857142857146,14696627389.142857,10441.27637,-0.896092329,7.002538589746643,-3,15,15039.5,0.6148144183681703,3.0369523809523812e-05
45,2019,38,10179.211495535714,10070.39258,37.57142857142857,15418691344.571428,10347.71289,-2.68001553,-0.896092329,-1,-3,15039.5,0.6148144183681703,0.000168912
46,2019,39,8508.256836,8104.185547,28,17819352677.142857,10070.39258,-19.5246314,-2.68001553,-8,-1,15039.5,0.6148144183681703,-0.000165121
47,2019,40,8233.682059151786,7988.155762,33.42857142857143,13959448168.428572,8104.185547,-1.431726661,-19.5246314,5,-8,15039.5,0.6148144183681703,6.169666666666667e-05
48,2019,41,8376.56264,8321.005859,37,16935845486.857143,7988.155762,4.166795285231559,-1.431726661,11,5,15174.6,0.8983011403304708,0.000134562
49,2019,42,8130.762834821428,8222.078125,39.142857142857146,15101452489,8321.005859,-1.188891536,4.166795285231559,0,11,15174.6,0.8983011403304708,0.000215736
50,2019,43,8398.21031,9551.714844,36.57142857142857,25239737875.42857,8222.078125,16.171540801918617,-1.188891536,13,0,15174.6,0.8983011403304708,0.000120212
51,2019,44,9272.90346,9235.354492,52.142857142857146,25766401293.714287,9551.714844,-3.312079106,16.171540801918617,4,13,15174.6,0.8983011403304708,0.000435599
52,2019,45,9151.081473214286,9055.526367,47,22957533229.857143,9235.354492,-1.94717079,-3.312079106,-10,4,15273.3,0.6504290063658935,0.00054948
53,2019,46,8672.933733,8577.975586,39.285714285714285,19166665775.42857,9055.526367,-5.273583908,-1.94717079,-2,-10,15273.3,0.6504290063658935,0.000199071
54,2019,47,7703.963030133928,7047.916992,28,24518055112.714287,8577.975586,-17.83705932,-5.273583908,-17,-2,15273.3,0.6504290063658935,0.000191091
55,2019,48,7444.920061383928,7424.29248,26.285714285714285,23206409291.42857,7047.916992,5.340237245961553,-17.83705932,8,-17,15273.3,0.6504290063658935,0.0001
56,2019,49,7430.007952008928,7564.345215,27.142857142857142,17332535368.714287,7424.29248,1.8864118667662921,5.340237245961553,0,8,15334.3,0.39938978478784026,9.730619047619048e-05
57,2019,50,7240.891531808035,7152.301758,24.428571428571427,17506074264.857143,7564.345215,-5.447179436,1.8864118667662921,-11,0,15334.3,0.39938978478784026,0.0001
58,2019,51,7139.172363,7511.588867,21.285714285714285,23628443237.857143,7152.301758,5.023377390118484,-5.447179436,-4,-11,15334.3,0.39938978478784026,8.119904761904763e-05
59,2019,52,7317.573521205357,7422.652832,33,23108316721.857143,7511.588867,-1.18398433,5.023377390118484,4,-4,15334.3,0.39938978478784026,0.0001
60,2020,1,7270.500586,7411.317383,38.2,21129714973,7422.652832,-0.152714258,-1.18398433,2,4,15401.3,0.43692897621672167,0.0001
61,2020,2,8041.204520089285,8192.494141,44.57142857142857,26414469995.142857,7411.317383,10.540322556204622,-0.152714258,4,2,15401.3,0.43692897621672167,0.0001
62,2020,3,8725.835379464286,8706.245117,53.142857142857146,34524106256.28571,8192.494141,6.270995959764046,10.540322556204622,4,4,15401.3,0.43692897621672167,0.000243165
63,2020,4,8557.291573660714,8596.830078,45.857142857142854,23587657484.42857,8706.245117,-1.256742001,6.270995959764046,-6,4,15401.3,0.43692897621672167,0.000128605
64,2020,5,9311.685965401786,9344.365234,55.285714285714285,30328336703.285713,8596.830078,8.695474372026208,-1.256742001,7,-6,15401.3,0.43692897621672167,0.000261209
65,2020,6,9656.492327,10116.67383,56.714285714285715,34168687342.714287,9344.365234,8.264965831054184,8.695474372026208,-3,7,15453.8,0.3408803152980644,0.00037315
66,2020,7,10105.893833705357,9934.433594,60.142857142857146,42916154566.42857,10116.67383,-1.801384897,8.264965831054184,2,-3,15453.8,0.3408803152980644,0.000670234
67,2020,8,9764.019949776786,9924.515625,47,43305765820.14286,9934.433594,-0.099834265,-1.801384897,-3,2,15453.8,0.3408803152980644,0.000315563
68,2020,9,8918.759207589286,8562.454102,41,42747572788.71429,9924.515625,-13.72421159,-0.099834265,-7,-3,15453.8,0.3408803152980644,0.000239927
69,2020,10,8804.583008,8108.116211,38.142857142857146,39529438476.71429,8562.454102,-5.306164392,-13.72421159,-5,-7,15980.6,3.408870310214973,0.000111091
70,2020,11,6410.282924107143,5392.314941,13.428571428571429,46589032053.14286,8108.116211,-33.49484885,-5.306164392,-5,-5,15980.6,3.408870310214973,-0.001025148
71,2020,12,5697.691476004465,5830.254883,9.857142857142858,44272461985.85714,5392.314941,8.121557182118904,-33.49484885,2,-5,15980.6,3.408870310214973,-0.000454318
72,2020,13,6454.665318080357,5922.042969,11.571428571428571,38924035343,5830.254883,1.5743408784423791,8.121557182118904,2,2,15980.6,3.408870310214973,-0.000298333
73,2020,14,6665.847307477678,6791.129395,12.285714285714286,37081156581.42857,5922.042969,14.675449509017884,1.5743408784423791,2,2,15980.6,3.408870310214973,-3.70E-05
74,2020,15,7111.435965401785,6971.091797,16.428571428571427,39160467225.71429,6791.129395,2.6499627954176495,14.675449509017884,-2,2,16999,6.372726931404316,-6.98E-05
75,2020,16,6998.521973,7189.424805,15.142857142857142,35439016896.42857,6971.091797,3.1319772307456097,2.6499627954176495,5,-2,16999,6.372726931404316,-0.000164068
76,2020,17,7301.416852678572,7679.867188,19.285714285714285,35390716264.71429,7189.424805,6.821719346626059,3.1319772307456097,6,5,16999,6.372726931404316,-7.08E-05
77,2020,18,8544.726214,8897.46875,35.57142857142857,46831478606.28571,7679.867188,15.854461187581572,6.821719346626059,17,6,16999,6.372726931404316,5.0690476190476195e-05
78,2020,19,9332.714007,8756.430664,47.714285714285715,51574856521.71429,8897.46875,-1.585148427,15.854461187581572,4,17,17868.4,5.114418495205619,8.407238095238096e-05
79,2020,20,9255.133231026786,9670.739258,40.714285714285715,46522206770.42857,8756.430664,10.44156721873489,-1.585148427,0,4,17868.4,5.114418495205619,1.4711428571428575e-05
80,2020,21,9320.369838169643,8790.368164,46.57142857142857,35287324699.57143,9670.739258,-9.103451869,10.44156721873489,-7,0,17868.4,5.114418495205619,7.239095238095238e-05
81,2020,22,9292.764648,9461.058594,43.857142857142854,31624694530.142857,8790.368164,7.629833212554979,-9.103451869,10,-7,17868.4,5.114418495205619,4.49552380952381e-05
82,2020,23,9747.498884,9758.852539,52.714285714285715,27746959460.714287,9461.058594,3.1475753200516423,7.629833212554979,4,10,18161.5,1.640325938528342,0.0001539
83,2020,24,9585.996372767857,9386.788086,46.714285714285715,22903502816,9758.852539,-3.812584027,3.1475753200516423,-13,4,18161.5,1.640325938528342,9.430142857142858e-05
84,2020,25,9400.68736,9303.629883,38.285714285714285,19757157241.714287,9386.788086,-0.885906898,-3.812584027,0,-13,18161.5,1.640325938528342,8.270809523809525e-05
85,2020,26,9315.527204,9143.582031,42.142857142857146,17980519604.142857,9303.629883,-1.720273201,-0.885906898,2,0,18161.5,1.640325938528342,9.868952380952382e-05
86,2020,27,9139.188197544643,9073.942383,41.142857142857146,14682816804.285715,9143.582031,-0.76162327,-1.720273201,-3,2,18161.5,1.640325938528342,8.465666666666667e-05
87,2020,28,9304.243861607143,9276.5,42.42857142857143,16284898030,9073.942383,2.2323000151640437,-0.76162327,1,-3,18311.4,0.8253723536051583,0.0001
88,2020,29,9186.877511160714,9185.817383,42.714285714285715,15185676247.714285,9276.5,-0.977552064,2.2323000151640437,-2,1,18311.4,0.8253723536051583,8.340047619047619e-05
89,2020,30,9537.81822,9905.166992,50.857142857142854,17167811177.571428,9185.817383,7.831089814,-0.977552064,11,-2,18311.4,0.8253723536051583,8.339142857142856e-05
90,2020,31,11178.864536830357,11053.61426,73,26892429393.285713,9905.166992,11.594426086211515,7.831089814,22,11,18311.4,0.8253723536051583,0.000566865
91,2020,32,11572.89927455357,11675.73926,76.28571428571429,21075412119,11053.61426,5.628249598,11.594426086211515,4,22,18382.2,0.38664438546478497,0.000101121
92,2020,33,11740.726004464286,11892.80371,78.71428571428571,24845271667.285713,11675.73926,1.859106719771575,5.628249598,4,4,18382.2,0.38664438546478497,0.000158005
93,2020,34,11831.636160714286,11664.84766,79.28571428571429,23059669817.714287,11892.80371,-1.916756219,1.859106719771575,-7,4,18382.2,0.38664438546478497,0.00017466
94,2020,35,11530.48032924107,11711.50586,76,21391850144.714287,11664.84766,0.39998981984133014,-1.916756219,-3,-7,18382.2,0.38664438546478497,0.0001
95,2020,36,10896.05176,10280.35156,62,31645043755.285713,11711.50586,-12.22007071,0.39998981984133014,-34,-3,18382.2,0.38664438546478497,0.000125848
96,2020,37,10324.77260044643,10323.75586,39.714285714285715,37732401960.71429,10280.35156,0.42220634781914834,-12.22007071,-3,-34,18606.8,1.2218341656602405,9.27904761904762e-05
97,2020,38,10911.269810267857,10938.27148,46.57142857142857,30098637507.285713,10323.75586,5.952442438300771,0.42220634781914834,13,-3,18606.8,1.2218341656602405,2.5467619047619052e-05
98,2020,39,10603.66895,10775.26953,43.857142857142854,37626702726.42857,10938.27148,-1.490198459,5.952442438300771,-1,13,18606.8,1.2218341656602405,4.67352380952381e-05
99,2020,40,10679.01758,10669.58301,43.57142857142857,49016071658.42857,10775.26953,-0.980824871,-1.490198459,-1,-1,18606.8,1.2218341656602405,8.678952380952382e-05
100,2020,41,10961.057338169643,11384.18164,47.714285714285715,36703035630,10669.58301,6.697531031,-0.980824871,13,-1,18758.1,0.8131435819162869,9.365714285714285e-05
101,2020,42,11438.529017857143,11483.35938,54.285714285714285,23149325422.285713,11384.18164,0.8711889664609661,6.697531031,3,13,18758.1,0.8131435819162869,5.410476190476191e-05
102,2020,43,12645.532645089286,13031.17383,66.85714285714286,30120753894.57143,11483.35938,13.478760026396891,0.8711889664609661,21,3,18758.1,0.8131435819162869,0.000102383
103,2020,44,13500.46595982143,13737.10938,70.28571428571429,34417137540.28571,13031.17383,5.417282864812909,13.478760026396891,-3,21,18758.1,0.8131435819162869,0.0001
104,2020,45,14727.649693080357,15479.56738,78.28571428571429,34015566313.142857,13737.10938,12.684313418830154,5.417282864812909,11,-3,18972.9,1.1451053145041579,0.000234539
105,2020,46,15848.919503348214,15955.58789,88.28571428571429,29486750982.42857,15479.56738,3.075153820778235,12.684313418830154,-4,11,18972.9,1.1451053145041579,0.000167248
106,2020,47,17945.16602,18370.00195,90.28571428571429,39215284335.85714,15955.58789,15.132090895369851,3.075153820778235,4,-4,18972.9,1.1451053145041579,0.0003041
107,2020,48,18051.09012276786,18177.48438,89.57142857142857,43134194786.85714,18370.00195,-1.047999769,15.132090895369851,-1,4,18972.9,1.1451053145041579,0.00056107
108,2020,49,19182.063058035714,19345.12109,92.42857142857143,36155538927.28571,18177.48438,6.423533062451058,-1.047999769,7,-1,18972.9,1.1451053145041579,0.000243398
109,2020,50,18619.518136160714,19142.38281,91.28571428571429,27668406036.857143,19345.12109,-1.0480073,6.423533062451058,-3,7,19109.9,0.7220825493203353,7.299047619047619e-05
110,2020,51,21894.938337053572,23477.29492,92.85714285714286,40246181336,19142.38281,22.64562438143436,-1.0480073,-3,-3,19109.9,0.7220825493203353,0.0003208
111,2020,52,24419.647042410714,26272.29492,91,48447458146.42857,23477.29492,11.905119432630014,22.64562438143436,-1,-3,19109.9,0.7220825493203353,0.000578466
112,2020,53,28072.47998046875,29001.7207,92.25,48091274305,26272.29492,10.388988816418198,11.905119432630014,3,-1,19109.9,0.7220825493203353,0.000572453
113,2021,1,37366.90680803572,38356.44141,93.28571428571429,76976400710.71428,29001.7207,32.255743715637564,10.388988816418198,0,3,19334.6,1.1758303287824567,0.000670939
114,2021,2,36398.298549107145,35791.27734,83.71428571428571,72700135916,38356.44141,-6.687700862,32.255743715637564,-11,0,19334.6,1.1758303287824567,0.000701938
115,2021,3,33776.58733258928,32289.37891,70.85714285714286,60491339978.42857,35791.27734,-9.784223133,-6.687700862,-9,-11,19334.6,1.1758303287824567,0.000348027
116,2021,4,32933.59375,33114.35938,72.71428571428571,70719620001.28572,32289.37891,2.5549592364265483,-9.784223133,4,-9,19334.6,1.1758303287824567,0.00026404
117,2021,5,37108.48325892857,38903.44141,80.28571428571429,64274088548.85714,33114.35938,17.482089765627542,2.5549592364265483,9,4,19570.8,1.2216440991797084,0.000758377
118,2021,6,46976.10602678572,48717.28906,91.71428571428571,82860177694,38903.44141,25.226168435251502,17.482089765627542,12,9,19570.8,1.2216440991797084,0.001926063
119,2021,7,52928.76172,57539.94531,92.71428571428571,67219042452.85714,48717.28906,18.109908042463747,25.226168435251502,-2,12,19570.8,1.2216440991797084,0.001987768
120,2021,8,48213.84486607143,45137.76953,72.71428571428571,109525682257.85715,57539.94531,-21.55402775,18.109908042463747,-39,-2,19570.8,1.2216440991797084,0.000509437
121,2021,9,49450.85993303572,51206.69141,72.57142857142857,47587682772.71429,45137.76953,13.44532957216314,-21.55402775,38,-39,19809.6,1.2201851738304015,0.000223309
122,2021,10,56965.97209821428,59302.31641,75,53405510960.28571,51206.69141,15.809701384088825,13.44532957216314,-3,38,19809.6,1.2201851738304015,0.001658418
123,2021,11,57660.80524553572,57523.42188,72.71428571428571,56220363175.28571,59302.31641,-2.999704968,15.809701384088825,-3,-3,19809.6,1.2201851738304015,0.00056106
124,2021,12,54401.15513392857,55950.74609,64.85714285714286,57589833806.42857,57523.42188,-2.733974666,-2.999704968,4,-3,19809.6,1.2201851738304015,0.000173532
125,2021,13,58632.755580357145,58758.55469,73.57142857142857,58335508792.85714,55950.74609,5.018357734,-2.733974666,2,4,19809.6,1.2201851738304015,0.001201355
126,2021,14,58552.33314732143,60204.96484,72.42857142857143,58091055854.14286,58758.55469,2.461616293904013,5.018357734,5,2,20135.3,1.6441523301833572,0.000887709
127,2021,15,61184.77287946428,56216.18359,76.42857142857143,72588420510.14285,60204.96484,-6.625336067,2.461616293904013,5,5,20135.3,1.6441523301833572,0.001107607
128,2021,16,52573.490513392855,49004.25391,58.285714285714285,63531386957,56216.18359,-12.82892083,-6.625336067,-43,5,20135.3,1.6441523301833572,0.000102865
129,2021,17,55663.42689732143,56631.07813,53.285714285714285,47890218571,49004.25391,15.563596240728145,-12.82892083,39,-43,20135.3,1.6441523301833572,0.000109034
130,2021,18,56963.83594,58232.31641,63.714285714285715,65538020315.42857,56631.07813,2.8274903714805446,15.563596240728145,12,39,20439.5,1.5107795761672316,0.000234451
131,2021,19,50646.83984,46456.05859,43.57142857142857,69138273705.42857,58232.31641,-20.2228909,2.8274903714805446,-52,12,20439.5,1.5107795761672316,9.681238095238096e-05
132,2021,20,39120.57142857143,34770.58203,18.142857142857142,80518458586,46456.05859,-25.1538269,-20.2228909,-13,-52,20439.5,1.5107795761672316,-0.000189232
133,2021,21,37261.595982142855,35678.12891,18.571428571428573,50029498570,34770.58203,2.6100997509456234,-25.1538269,0,-13,20439.5,1.5107795761672316,-3.99E-05
134,2021,22,37015.78125,35862.37891,21.857142857142858,35554984674.85714,35678.12891,0.5164228216231473,2.6100997509456234,-1,0,20439.5,1.5107795761672316,3.7978571428571434e-05
135,2021,23,36152.26172,39097.85938,19.285714285714285,42632573905.71429,35862.37891,9.021934872775908,0.5164228216231473,8,-1,20482.4,0.20988771740992895,-4.88E-05
136,2021,24,37732.38950892857,35698.29688,27.714285714285715,38564224293.28571,39097.85938,-8.695009278,9.021934872775908,-7,8,20482.4,0.20988771740992895,-2.74E-05
137,2021,25,33005.931361607145,34649.64453,19.714285714285715,43648828476.28571,35698.29688,-2.937541663,-8.695009278,-1,-7,20482.4,0.20988771740992895,-0.000298272
138,2021,26,34681.20591517857,35287.78125,25.428571428571427,33104174067.142857,34649.64453,1.8416833055082973,-2.937541663,2,-1,20482.4,0.20988771740992895,-0.00010465
139,2021,27,33753.23102678572,34240.1875,22.428571428571427,25492266063,35287.78125,-2.968715269,1.8416833055082973,-9,2,20633.4,0.737218295,-6.93E-05
140,2021,28,32173.19559151786,31796.81055,20.285714285714285,21071699168.57143,34240.1875,-7.135991744,-2.968715269,-6,-9,20633.4,0.737218295,-3.12E-05
141,2021,29,32610.451729910714,35350.1875,20.857142857142858,22344964315.857143,31796.81055,11.175262210298092,-7.135991744,3,-6,20633.4,0.737218295,-0.000131308
142,2021,30,40083.634486607145,39974.89453,47.285714285714285,33936159130.285713,35350.1875,13.082553045157116,11.175262210298092,34,3,20633.4,0.737218295,-1.03E-05
143,2021,31,41306.05747767857,43798.11719,54.714285714285715,32414671366.285713,39974.89453,9.564059395,13.082553045157116,26,34,20844.4,1.0226138203107693,3.548333333333333e-05
144,2021,32,46272.80412946428,47047.00391,70.42857142857143,33466857270.285713,43798.11719,7.417868455033116,9.564059395,6,26,20844.4,1.0226138203107693,9.189761904761905e-05
145,2021,33,47112.13281,49321.65234,73,33755674675.142857,47047.00391,4.834842282481292,7.417868455033116,4,6,20844.4,1.0226138203107693,0.000102948
146,2021,34,48563.73939732143,48829.83203,75.28571428571429,31992564669.714287,49321.65234,-0.997169172,4.834842282481292,-7,4,20844.4,1.0226138203107693,0.00010691
147,2021,35,49159.97600446428,51753.41016,72.85714285714286,36603574802.71429,48829.83203,5.9872786847371815,-0.997169172,0,-7,20844.4,1.0226138203107693,0.000175834
148,2021,36,46868.01618303572,46063.26953,51.285714285714285,41901580944.71429,51753.41016,-10.99471631,5.9872786847371815,-47,0,20973.8,0.6207902362264983,0.000118974
149,2021,37,47260.19642857143,47260.21875,46.714285714285715,32305993309,46063.26953,2.598489493,-10.99471631,9,-47,20973.8,0.6207902362264983,5.334761904761905e-05
150,2021,38,42967.423549107145,43208.53906,30.428571428571427,38585713490.42857,47260.21875,-8.573129356,2.598489493,-23,9,20973.8,0.6207902362264983,-4.58E-05
151,2021,39,44664.84486607143,48199.95313,32.142857142857146,31863159341.714287,43208.53906,11.55191582682315,-8.573129356,23,-23,20973.8,0.6207902362264983,7.519238095238096e-05
152,2021,40,53357.54241071428,54771.57813,67.71428571428571,37417077931.57143,48199.95313,13.634090022779457,11.55191582682315,17,23,21153.7,0.857736795,0.000125301
153,2021,41,58898.31641,61553.61719,73.85714285714286,39583506906.42857,54771.57813,12.382405792694147,13.634090022779457,8,17,21153.7,0.857736795,0.000165239
154,2021,42,62501.11383928572,60930.83594,77.28571428571429,36836664009.14286,61553.61719,-1.011770353,12.382405792694147,-5,8,21153.7,0.857736795,0.000288642
155,2021,43,61134.842075892855,61318.95703,72,36587722521.57143,60930.83594,0.6369863268380503,-1.011770353,2,-5,21153.7,0.857736795,0.000248843
156,2021,44,62090.46149553572,63326.98828,73.28571428571429,32437801124.142857,61318.95703,3.274731579300422,0.6369863268380503,-1,2,21327.6,0.8220784070871678,0.00018748
157,2021,45,65510.87946428572,65466.83984,75.85714285714286,37110896645.71429,63326.98828,3.3790515238091188,3.274731579300422,-1,-1,21327.6,0.8220784070871678,0.00022186
158,2021,46,59653.78794642857,58730.47656,53.57142857142857,36202850144.14286,65466.83984,-10.28973339,3.3790515238091188,-23,-1,21327.6,0.8220784070871678,0.000101276
159,2021,47,56149.53850446428,57248.45703,36,34847143001.57143,58730.47656,-2.523425005,-10.28973339,-23,-23,21327.6,0.8220784070871678,0.0001
160,2021,48,54383.91908482143,49368.84766,30.428571428571427,39527230258.85714,57248.45703,-13.76388078,-2.523425005,-15,-23,21327.6,0.8220784070871678,-5.19E-06
161,2021,49,49451.96819196428,50098.33594,23.571428571428573,29735499647.42857,49368.84766,1.477628739340543,-13.76388078,11,-15,21507.8,0.844914571,1.9871428571428573e-05
162,2021,50,47095.74274553572,46707.01563,26,30681485457.42857,50098.33594,-6.769327262,1.477628739340543,1,11,21507.8,0.844914571,4.6221904761904764e-05
163,2021,51,49613.07310267857,50809.51563,35.42857142857143,25007499970.285713,46707.01563,8.783477054,-6.769327262,12,1,21507.8,0.844914571,8.269285714285715e-05
164,2021,52,47631.71094,46306.44531,31.6,30292922472,50809.51563,-8.862651527,8.783477054,-12,12,21507.8,0.844914571,9.126266666666668e-05
165,2021,53,31427.81445,32782.02344,93.66666666666667,62420319108.666664,46306.44531,-29.20634867,-8.862651527,-1,-12,19334.6,1.1758303287824567,0.000466008
