timestamp,fear_greed_value,fear_greed_classification,exchange_volume_btc,perp_funding_rate_btc,m2_supply,m2_supply_month_pct_change,gld_etf_price_gold,futures_price_gold,price_btc,dxy_usd_index
3/25/18,30,Fear,29001.76932,,13966.4,0.4249566774284119,128.0566660563151,1352.7000325520833,8495.780273,89.48
3/26/18,31,Fear,44033.59566,,13966.4,0.4249566774284119,128.27999877929688,1354.4000244140625,8209.400391,89.03
3/27/18,24,Extreme Fear,37427.64805,,13966.4,0.4249566774284119,127.48999786376953,1341.300048828125,7833.040039,89.33
3/28/18,24,Extreme Fear,26401.33167,,13966.4,0.4249566774284119,125.7300033569336,1324.199951171875,7954.47998,90.06
3/29/18,18,Extreme Fear,54620.91513,,13966.4,0.4249566774284119,125.79000091552734,1322.800048828125,7165.700195,90.15
3/30/18,12,Extreme Fear,65306.03198,,13966.4,0.4249566774284119,126.15750122070312,1327.6250305175781,6890.52002,89.97
3/31/18,16,Extreme Fear,36868.53909,,13966.4,0.4249566774284119,126.5250015258789,1332.4500122070312,6973.529785,89.97
4/1/18,16,Extreme Fear,44071.43046,,13989.3,0.16396494443806642,126.89250183105469,1337.2749938964844,6844.22998,89.97
4/2/18,11,Extreme Fear,32123.56007,,13989.3,0.16396494443806642,127.26000213623047,1342.0999755859375,7083.799805,90.05
4/3/18,22,Extreme Fear,37787.33181,,13989.3,0.16396494443806642,126.30000305175781,1332.800048828125,7456.109863,90.2
4/4/18,22,Extreme Fear,42227.1838,,13989.3,0.16396494443806642,126.44999694824219,1335.800048828125,6853.839844,90.14
4/5/18,17,Extreme Fear,39029.73146,,13989.3,0.16396494443806642,125.80000305175781,1324.300048828125,6811.470215,90.46
4/6/18,19,Extreme Fear,27455.01192,,13989.3,0.16396494443806642,126.38999938964844,1331.9000244140625,6636.319824,90.11
4/7/18,20,Extreme Fear,32269.57827,,13989.3,0.16396494443806642,126.53333282470703,1333.366699,6911.089844,90.11
4/8/18,17,Extreme Fear,21427.67317,,13989.3,0.16396494443806642,126.67666625976562,1334.8333740234375,7023.52002,90.11
4/9/18,21,Extreme Fear,34078.29721,,13989.3,0.16396494443806642,126.81999969482422,1336.300048828125,6770.72998,89.84
4/10/18,18,Extreme Fear,22326.7281,,13989.3,0.16396494443806642,127.12000274658203,1342,6834.759766,89.59
4/11/18,20,Extreme Fear,23997.87118,,13989.3,0.16396494443806642,128.11000061035156,1356.5,6968.319824,89.57
4/12/18,18,Extreme Fear,64861.59599,,13989.3,0.16396494443806642,126.62000274658203,1338.4000244140625,7889.25,89.75
4/13/18,23,Extreme Fear,55044.52315,,13989.3,0.16396494443806642,127.44999694824219,1344.800048828125,7895.959961,89.8
4/14/18,,,31621.28636,,13989.3,0.16396494443806642,127.50999704996745,1345.7000325520833,7986.240234,89.8
4/15/18,,,27946.72044,,13989.3,0.16396494443806642,127.5699971516927,1346.6000162760417,8329.110352,89.8
4/16/18,,,36664.06972,,13989.3,0.16396494443806642,127.62999725341797,1347.5,8058.669922,89.42
4/17/18,26,Fear,32152.60357,,13989.3,0.16396494443806642,127.75,1347.199951171875,7902.089844,89.52
4/18/18,24,Extreme Fear,26969.04457,,13989.3,0.16396494443806642,127.8499984741211,1351.199951171875,8163.419922,89.62
4/19/18,25,Extreme Fear,27113.84746,,13989.3,0.16396494443806642,127.5999984741211,1346.800048828125,8294.30957,89.94
4/20/18,26,Fear,39795.33749,,13989.3,0.16396494443806642,126.62999725341797,1336.699951171875,8845.830078,90.32
4/21/18,32,Fear,40872.22991,,13989.3,0.16396494443806642,126.29333241780598,1331.9666341145833,8895.580078,90.32
4/22/18,31,Fear,29458.25348,,13989.3,0.16396494443806642,125.95666758219402,1327.2333170572917,8802.459961,90.32
4/23/18,28,Fear,25838.11471,,13989.3,0.16396494443806642,125.62000274658203,1322.5,8930.879883,90.95
4/24/18,29,Fear,46268.79011,,13989.3,0.16396494443806642,126.2300033569336,1331.4000244140625,9697.5,90.77
4/25/18,64,Greed,81110.03759,,13989.3,0.16396494443806642,125.41000366210938,1321.199951171875,8845.740234,91.17
4/26/18,47,Neutral,43300.30425,,13989.3,0.16396494443806642,124.97000122070312,1316.300048828125,9281.509766,91.56
4/27/18,55,Greed,37241.34704,,13989.3,0.16396494443806642,125.5,1320.300048828125,8987.049805,91.54
4/28/18,54,Neutral,34759.62842,,13989.3,0.16396494443806642,125.19666544596355,1318.933349609375,9348.480469,91.54
4/29/18,61,Greed,38149.85004,,13989.3,0.16396494443806642,124.89333089192708,1317.566650390625,9419.080078,91.54
4/30/18,59,Greed,35002.03388,,13989.3,0.16396494443806642,124.58999633789062,1316.199951171875,9240.549805,91.84
5/1/18,56,Greed,41018.46363,,14055.7,0.4746484813393126,123.70999908447266,1303.800048828125,9119.009766,92.45
5/2/18,52,Neutral,26123.54396,,14055.7,0.4746484813393126,123.6500015258789,1302.5999755859375,9235.919922,92.51
5/3/18,55,Greed,38768.38829,,14055.7,0.4746484813393126,124.27999877929688,1310.699951171875,9743.860352,92.41
5/4/18,56,Greed,28681.58888,,14055.7,0.4746484813393126,124.54000091552734,1312.699951171875,9700.759766,92.57
5/5/18,63,Greed,24990.01835,,14055.7,0.4746484813393126,124.5500005086263,1312.5332845052083,9858.150391,92.57
5/6/18,67,Greed,27690.35156,,14055.7,0.4746484813393126,124.56000010172527,1312.3666178385417,9654.799805,92.57
5/7/18,56,Greed,33787.64001,,14055.7,0.4746484813393126,124.56999969482422,1312.199951171875,9373.009766,92.75
5/8/18,62,Greed,25533.83189,,14055.7,0.4746484813393126,124.58999633789062,1312,9234.820313,93.12
5/9/18,53,Neutral,25673.5249,,14055.7,0.4746484813393126,124.33000183105469,1311.300048828125,9325.179688,93.04
5/10/18,63,Greed,25055.06372,,14055.7,0.4746484813393126,125.18000030517578,1320.800048828125,9043.94043,92.65
5/11/18,41,Fear,48227.04806,,14055.7,0.4746484813393126,125,1319,8441.490234,92.54
5/12/18,44,Fear,40241.32081,,14055.7,0.4746484813393126,124.82999928792317,1318.1666666666667,8504.889648,92.54
5/13/18,40,Fear,25632.86936,,14055.7,0.4746484813393126,124.65999857584636,1317.3333333333333,8723.94043,92.54
5/14/18,40,Fear,37389.66653,,14055.7,0.4746484813393126,124.48999786376953,1316.5,8716.790039,92.59
5/15/18,40,Fear,28126.95614,,14055.7,0.4746484813393126,122.4800033569336,1288.9000244140625,8510.379883,93.22
5/16/18,32,Fear,31130.71891,,14055.7,0.4746484813393126,122.29000091552734,1290.199951171875,8368.830078,93.39
5/17/18,31,Fear,25439.8448,,14055.7,0.4746484813393126,122.36000061035156,1288.199951171875,8094.319824,93.47
5/18/18,37,Fear,23476.15825,,14055.7,0.4746484813393126,122.41000366210938,1290.199951171875,8250.969727,93.64
5/19/18,31,Fear,17193.42428,,14055.7,0.4746484813393126,122.43333689371745,1290.199951171875,8247.179688,93.64
5/20/18,32,Fear,19957.05711,,14055.7,0.4746484813393126,122.45667012532552,1290.199951171875,8513.25,93.64
5/21/18,41,Fear,21516.59649,,14055.7,0.4746484813393126,122.4800033569336,1290.199951171875,8418.990234,93.68
5/22/18,30,Fear,23710.90286,,14055.7,0.4746484813393126,122.41000366210938,1291.699951171875,8041.779785,93.61
5/23/18,26,Fear,42910.66677,,14055.7,0.4746484813393126,122.54000091552734,1289.300048828125,7557.819824,94
5/24/18,27,Fear,37845.4466,,14055.7,0.4746484813393126,123.58999633789062,1303.699951171875,7587.339844,93.76
5/25/18,25,Extreme Fear,26739.95664,,14055.7,0.4746484813393126,123.20999908447266,1303.300048828125,7480.140137,94.19
5/26/18,23,Extreme Fear,19464.08607,,14055.7,0.4746484813393126,123.20499992370605,1302.1500244140625,7355.879883,94.19
5/27/18,19,Extreme Fear,18706.94552,,14055.7,0.4746484813393126,123.20000076293945,1301,7368.220215,94.19
5/28/18,22,Extreme Fear,27219.43896,,14055.7,0.4746484813393126,123.19500160217285,1299.8499755859375,7135.990234,94.19
5/29/18,16,Extreme Fear,39407.21183,,14055.7,0.4746484813393126,123.19000244140625,1298.699951171875,7472.589844,94.83
5/30/18,38,Fear,32041.58362,,14055.7,0.4746484813393126,123.37000274658203,1301.5,7406.52002,94.15
5/31/18,25,Extreme Fear,30776.0631,,14055.7,0.4746484813393126,123.0999984741211,1300.0999755859375,7494.169922,93.98
6/1/18,24,Extreme Fear,28259.12408,,14117.5,0.4396792760232415,122.48999786376953,1294.800048828125,7541.450195,94.19
6/2/18,27,Fear,26720.69022,,14117.5,0.4396792760232415,122.4499994913737,1294.2333577473958,7643.450195,94.19
6/3/18,40,Fear,27505.15895,,14117.5,0.4396792760232415,122.41000111897786,1293.6666666666667,7720.25,94.19
6/4/18,41,Fear,32258.83512,,14117.5,0.4396792760232415,122.37000274658203,1293.0999755859375,7514.470215,94.02
6/5/18,26,Fear,31722.97338,,14117.5,0.4396792760232415,122.8499984741211,1297.5,7633.759766,93.9
6/6/18,42,Fear,27229.9919,,14117.5,0.4396792760232415,122.91999816894531,1297.0999755859375,7653.97998,93.66
6/7/18,38,Fear,25062.2272,,14117.5,0.4396792760232415,122.86000061035156,1298.699951171875,7678.240234,93.4
6/8/18,40,Fear,23396.80467,,14117.5,0.4396792760232415,123.01000213623047,1298.0999755859375,7624.919922,93.55
6/9/18,39,Fear,19339.88518,,14117.5,0.4396792760232415,123.08333587646484,1298.3666585286458,7531.97998,93.55
6/10/18,24,Extreme Fear,52342.02003,,14117.5,0.4396792760232415,123.15666961669922,1298.6333414713542,6786.02002,93.55
6/11/18,15,Extreme Fear,34552.1623,,14117.5,0.4396792760232415,123.2300033569336,1298.9000244140625,6906.919922,93.58
6/12/18,19,Extreme Fear,36722.21119,,14117.5,0.4396792760232415,122.81999969482422,1295.0999755859375,6582.359863,93.8
6/13/18,19,Extreme Fear,46185.5181,,14117.5,0.4396792760232415,123.19000244140625,1296.9000244140625,6349.899902,93.71
6/14/18,17,Extreme Fear,44478.13084,,14117.5,0.4396792760232415,123.37999725341797,1304,6675.350098,94.77
6/15/18,26,Fear,30018.32991,,14117.5,0.4396792760232415,121.33999633789062,1274.5999755859375,6456.580078,94.79
6/16/18,22,Extreme Fear,22277.24115,,14117.5,0.4396792760232415,121.26333109537761,1275.133301,6550.160156,94.79
6/17/18,23,Extreme Fear,19847.24769,,14117.5,0.4396792760232415,121.18666585286458,1275.6666259765625,6499.27002,94.79
6/18/18,27,Fear,31821.435,,14117.5,0.4396792760232415,121.11000061035156,1276.199951171875,6734.819824,94.8
6/19/18,32,Fear,24311.42114,,14117.5,0.4396792760232415,120.80000305175781,1275.5999755859375,6769.939941,95.08
6/20/18,34,Fear,26359.75245,,14117.5,0.4396792760232415,120.26000213623047,1271.199951171875,6776.549805,95.06
6/21/18,37,Fear,25428.85405,,14117.5,0.4396792760232415,120.05000305175781,1267.199951171875,6729.740234,94.74
6/22/18,28,Fear,52157.37083,,14117.5,0.4396792760232415,120.33999633789062,1267.4000244140625,6083.689941,94.52
6/23/18,17,Extreme Fear,26622.78859,,14117.5,0.4396792760232415,120.18999735514323,1266.8000081380208,6162.47998,94.52
6/24/18,15,Extreme Fear,47445.99896,,14117.5,0.4396792760232415,120.03999837239583,1266.1999918619792,6173.22998,94.52
6/25/18,16,Extreme Fear,39164.51531,,14117.5,0.4396792760232415,119.88999938964844,1265.5999755859375,6249.180176,94.28
6/26/18,21,Extreme Fear,19377.24048,,14117.5,0.4396792760232415,119.26000213623047,1256.5999755859375,6093.669922,94.66
6/27/18,18,Extreme Fear,19225.6711,,14117.5,0.4396792760232415,118.58000183105469,1252.800048828125,6157.129883,95.27
6/28/18,20,Extreme Fear,30585.26603,,14117.5,0.4396792760232415,118.22000122070312,1247.800048828125,5903.439941,95.39
6/29/18,16,Extreme Fear,33911.28728,,14117.5,0.4396792760232415,118.6500015258789,1251.300048828125,6218.299805,94.64
6/30/18,22,Extreme Fear,37919.61284,,14117.5,0.4396792760232415,118.25333404541016,1247.4667154947917,6404,94.64
7/1/18,27,Fear,27562.96597,,14157,0.2797945811935598,117.8566665649414,1243.6333821614583,6385.819824,94.64
7/2/18,27,Fear,36230.45226,,14157,0.2797945811935598,117.45999908447266,1239.800048828125,6614.180176,95.03
7/3/18,31,Fear,38657.78169,,14157,0.2797945811935598,118.6500015258789,1251.5999755859375,6529.589844,94.67
7/4/18,33,Fear,23571.89278,,14157,0.2797945811935598,118.85000228881836,1254.4500122070312,6597.549805,94.67
7/5/18,37,Fear,35071.9729,,14157,0.2797945811935598,119.05000305175781,1257.300048828125,6639.140137,94.47
7/6/18,34,Fear,29397.09475,,14157,0.2797945811935598,118.86000061035156,1254.300048828125,6673.5,94.04
7/7/18,34,Fear,23973.87689,,14157,0.2797945811935598,118.95666758219402,1255.5666910807292,6856.930176,94.04
7/8/18,38,Fear,24622.94779,,14157,0.2797945811935598,119.05333455403645,1256.8333333333333,6773.879883,94.04
7/9/18,39,Fear,26732.40655,,14157,0.2797945811935598,119.1500015258789,1258.0999755859375,6741.75,94.08
7/10/18,37,Fear,38560.6727,,14157,0.2797945811935598,118.93000030517578,1253.800048828125,6329.950195,94.15
7/11/18,29,Fear,28715.49849,,14157,0.2797945811935598,117.63999938964844,1242.800048828125,6394.709961,94.72
7/12/18,33,Fear,31306.66335,,14157,0.2797945811935598,118.12999725341797,1245,6228.810059,94.81
7/13/18,29,Fear,26375.32529,,14157,0.2797945811935598,117.61000061035156,1239.5999755859375,6238.049805,94.75
7/14/18,29,Fear,17783.072,,14157,0.2797945811935598,117.59000142415364,1239.0999755859375,6276.120117,94.75
7/15/18,32,Fear,22979.21151,,14157,0.2797945811935598,117.57000223795573,1238.5999755859375,6359.640137,94.75
7/16/18,36,Fear,36204.87708,,14157,0.2797945811935598,117.55000305175781,1238.0999755859375,6741.75,94.51
7/17/18,39,Fear,52105.42346,,14157,0.2797945811935598,116.27999877929688,1225.699951171875,7321.040039,94.94
7/18/18,42,Fear,59487.64345,,14157,0.2797945811935598,116.30999755859375,1226.300048828125,7370.779785,95.08
7/19/18,44,Fear,41218.25644,,14157,0.2797945811935598,115.80999755859375,1222.4000244140625,7466.859863,95.15
7/20/18,47,Neutral,46140.31345,,14157,0.2797945811935598,116.55999755859375,1229.5,7354.129883,94.45
7/21/18,43,Fear,28886.49029,,14157,0.2797945811935598,116.37333170572917,1227.6666666666667,7419.290039,94.45
7/22/18,46,Fear,30270.21844,,14157,0.2797945811935598,116.18666585286458,1225.8333333333333,7418.490234,94.45
7/23/18,44,Fear,41646.34667,,14157,0.2797945811935598,116,1224,7711.109863,94.67
7/24/18,49,Neutral,60121.16375,,14157,0.2797945811935598,116.04000091552734,1223.9000244140625,8424.269531,94.61
7/25/18,54,Neutral,48257.64912,,14157,0.2797945811935598,116.68000030517578,1231.4000244140625,8181.390137,94.36
7/26/18,53,Neutral,43223.48168,,14157,0.2797945811935598,115.7699966430664,1225.300048828125,7951.580078,94.75
7/27/18,47,Neutral,43671.00589,,14157,0.2797945811935598,115.83000183105469,1222.5999755859375,8165.009766,94.67
7/28/18,54,Neutral,26215.17384,,14157,0.2797945811935598,115.77000172932942,1222.1666666666667,8192.150391,94.67
7/29/18,54,Neutral,25531.22619,,14157,0.2797945811935598,115.71000162760417,1221.7333577473958,8218.459961,94.67
7/30/18,53,Neutral,39692.41654,,14157,0.2797945811935598,115.6500015258789,1221.300048828125,8180.47998,94.32
7/31/18,48,Neutral,48296.91559,,14157,0.2797945811935598,115.98999786376953,1223.699951171875,7780.439941,94.49
8/1/18,39,Fear,42582.31293,,14206,0.34611852793671183,115.13999938964844,1217.9000244140625,7624.910156,94.62
8/2/18,39,Fear,37665.69668,,14206,0.34611852793671183,114.5199966430664,1210.5999755859375,7567.149902,95.16
8/3/18,36,Fear,44669.48605,,14206,0.34611852793671183,114.91999816894531,1214.199951171875,7434.390137,95.14
8/4/18,31,Fear,36288.42601,,14206,0.34611852793671183,114.72333272298177,1212.3332926432292,7032.850098,95.14
8/5/18,23,Extreme Fear,32894.84978,,14206,0.34611852793671183,114.52666727701823,1210.4666341145833,7068.47998,95.14
8/6/18,25,Extreme Fear,32760.19164,,14206,0.34611852793671183,114.33000183105469,1208.5999755859375,6951.799805,95.36
8/7/18,25,Extreme Fear,45438.4735,,14206,0.34611852793671183,114.58999633789062,1209.5999755859375,6753.120117,95.22
8/8/18,23,Extreme Fear,59550.53632,,14206,0.34611852793671183,114.91000366210938,1212.5999755859375,6305.799805,95.05
8/9/18,19,Extreme Fear,51941.18511,,14206,0.34611852793671183,114.73999786376953,1211.9000244140625,6568.22998,95.5
8/10/18,21,Extreme Fear,59034.9749,,14206,0.34611852793671183,114.69000244140625,1211.0999755859375,6184.709961,96.36
8/11/18,18,Extreme Fear,47133.41856,,14206,0.34611852793671183,114.11333465576172,1204.5,6295.72998,96.36
8/12/18,18,Extreme Fear,38567.77071,,14206,0.34611852793671183,113.53666687011719,1197.9000244140625,6322.689941,96.36
8/13/18,21,Extreme Fear,53895.82878,,14206,0.34611852793671183,112.95999908447266,1191.300048828125,6297.569824,96.39
8/14/18,16,Extreme Fear,50186.74509,,14206,0.34611852793671183,113.06999969482422,1193,6199.709961,96.73
8/15/18,18,Extreme Fear,68806.68703,,14206,0.34611852793671183,111.19000244140625,1177.5,6308.52002,96.7
8/16/18,21,Extreme Fear,48515.25462,,14206,0.34611852793671183,111.0999984741211,1176.199951171875,6334.72998,96.64
8/17/18,19,Extreme Fear,57851.6108,,14206,0.34611852793671183,112.12999725341797,1176.5,6580.629883,96.1
8/18/18,24,Extreme Fear,53742.32217,,14206,0.34611852793671183,112.31666564941406,1179.933349609375,6423.759766,96.1
8/19/18,27,Fear,45190.84799,,14206,0.34611852793671183,112.50333404541016,1183.366699,6506.069824,96.1
8/20/18,26,Fear,49435.55526,,14206,0.34611852793671183,112.69000244140625,1186.800048828125,6308.529785,95.9
8/21/18,19,Extreme Fear,41569.94741,,14206,0.34611852793671183,113.0199966430664,1192.5999755859375,6488.759766,95.26
8/22/18,21,Extreme Fear,77909.39136,,14206,0.34611852793671183,113.2699966430664,1196.300048828125,6376.709961,95.15
8/23/18,18,Extreme Fear,40358.16683,,14206,0.34611852793671183,112.19999694824219,1187,6534.879883,95.67
8/24/18,19,Extreme Fear,38305.67532,,14206,0.34611852793671183,114.16000366210938,1206.300048828125,6719.959961,95.15
8/25/18,22,Extreme Fear,19220.50593,,14206,0.34611852793671183,114.30333455403645,1207.2000325520833,6763.189941,95.15
8/26/18,19,Extreme Fear,20107.29721,,14206,0.34611852793671183,114.44666544596355,1208.1000162760417,6707.259766,95.15
8/27/18,18,Extreme Fear,37747.07875,,14206,0.34611852793671183,114.58999633789062,1209,6884.640137,94.78
8/28/18,19,Extreme Fear,48352.91716,,14206,0.34611852793671183,113.68000030517578,1207.4000244140625,7096.279785,94.72
8/29/18,19,Extreme Fear,43252.48739,,14206,0.34611852793671183,114.19999694824219,1204.5,7047.160156,94.6
8/30/18,22,Extreme Fear,44716.77462,,14206,0.34611852793671183,113.63999938964844,1197.699951171875,6978.22998,94.72
8/31/18,17,Extreme Fear,40467.40064,,14206,0.34611852793671183,113.51000213623047,1200.300048828125,7037.580078,95.14
9/1/18,21,Extreme Fear,40323.41409,,14238.2,0.2266647895255547,113.3650016784668,1198.4000244140625,7193.25,95.14
9/2/18,18,Extreme Fear,39814.84035,,14238.2,0.2266647895255547,113.22000122070312,1196.5,7272.720215,95.14
9/3/18,19,Extreme Fear,32396.01837,,14238.2,0.2266647895255547,113.07500076293945,1194.5999755859375,7260.060059,95.14
9/4/18,26,Fear,35300.64052,,14238.2,0.2266647895255547,112.93000030517578,1192.699951171875,7361.660156,95.44
9/5/18,17,Extreme Fear,63715.25627,,14238.2,0.2266647895255547,113.31999969482422,1194.9000244140625,6792.830078,95.18
9/6/18,14,Extreme Fear,60644.46423,,14238.2,0.2266647895255547,113.54000091552734,1197.9000244140625,6529.169922,95.02
9/7/18,17,Extreme Fear,38906.28805,,14238.2,0.2266647895255547,113.2300033569336,1193.5999755859375,6467.069824,95.36
9/8/18,18,Extreme Fear,38215.03217,,14238.2,0.2266647895255547,113.20333607991536,1193.3999837239583,6225.97998,95.36
9/9/18,13,Extreme Fear,37053.92382,,14238.2,0.2266647895255547,113.17666880289714,1193.1999918619792,6300.859863,95.36
9/10/18,15,Extreme Fear,32439.45643,,14238.2,0.2266647895255547,113.1500015258789,1193,6329.700195,95.15
9/11/18,18,Extreme Fear,33104.88859,,14238.2,0.2266647895255547,113.22000122070312,1195.4000244140625,6321.200195,95.25
9/12/18,14,Extreme Fear,31433.64594,,14238.2,0.2266647895255547,114.16999816894531,1204.699951171875,6351.799805,94.8
9/13/18,20,Extreme Fear,40465.06311,,14238.2,0.2266647895255547,113.76000213623047,1202,6517.310059,94.52
9/14/18,23,Extreme Fear,37173.33928,,14238.2,0.2266647895255547,113.0199966430664,1195,6512.709961,94.93
9/15/18,24,Extreme Fear,25243.65661,,14238.2,0.2266647895255547,113.21666463216145,1196.566650390625,6543.200195,94.93
9/16/18,28,Fear,27568.1329,,14238.2,0.2266647895255547,113.41333262125652,1198.133301,6517.180176,94.93
9/17/18,25,Extreme Fear,35987.25474,,14238.2,0.2266647895255547,113.61000061035156,1199.699951171875,6281.200195,94.5
